time,t2m,prectotland,precsnoland,snomas,rhoa,swgdn,swtdn,cldtot
2019-07-22 16:00,17.072,0.43,0.0,0.0,1.211,111.648,527.146,0.748
2019-07-22 17:00,17.352,0.249,0.0,0.0,1.209,90.968,348.292,0.811
2019-07-22 18:00,17.41,0.158,0.0,0.0,1.208,38.322,171.75,0.563
2019-07-22 19:00,17.232,0.092,0.0,0.0,1.208,4.374,23.997,0.376
2019-07-22 20:00,16.94,0.056,0.0,0.0,1.21,0.0,0.0,0.279
2019-07-22 21:00,16.668,0.031,0.0,0.0,1.212,0.0,0.0,0.161
2019-07-22 22:00,16.36,0.019,0.0,0.0,1.214,0.0,0.0,0.066
2019-07-22 23:00,16.127,0.013,0.0,0.0,1.215,0.0,0.0,0.042
2019-07-23 00:00,15.928,0.01,0.0,0.0,1.216,0.0,0.0,0.041
2019-07-23 01:00,15.703,0.009,0.0,0.0,1.217,0.0,0.0,0.024
2019-07-23 02:00,15.504,0.01,0.0,0.0,1.217,0.0,0.001,0.01
2019-07-23 03:00,15.507,0.012,0.0,0.0,1.218,24.344,65.347,0.002
2019-07-23 04:00,16.011,0.011,0.0,0.0,1.218,123.819,233.286,0.001
2019-07-23 05:00,16.871,0.004,0.0,0.0,1.215,257.268,411.934,0.001
2019-07-23 06:00,18.249,0.001,0.0,0.0,1.21,399.641,588.38,0.001
2019-07-23 07:00,19.761,0.001,0.0,0.0,1.204,535.959,750.555,0.005
2019-07-23 08:00,21.017,0.001,0.0,0.0,1.198,652.228,887.435,0.024
2019-07-23 09:00,21.882,0.001,0.0,0.0,1.194,734.98,989.664,0.032
2019-07-23 10:00,22.556,0.001,0.0,0.0,1.19,793.276,1050.236,0.023
2019-07-23 11:00,23.018,0.001,0.0,0.0,1.188,807.017,1065.016,0.021
2019-07-23 12:00,23.274,0.001,0.0,0.0,1.186,780.881,1033.065,0.029
2019-07-23 13:00,23.341,0.0,0.0,0.0,1.185,715.284,956.579,0.025
2019-07-23 14:00,23.216,0.0,0.0,0.0,1.185,618.92,840.48,0.022
2019-07-23 15:00,22.931,0.001,0.0,0.0,1.186,493.993,692.901,0.039
2019-07-23 16:00,22.465,0.001,0.0,0.0,1.187,349.292,523.896,0.069
2019-07-23 17:00,21.702,0.0,0.0,0.0,1.189,204.244,344.78,0.074
2019-07-23 18:00,20.38,0.0,0.0,0.0,1.192,81.772,167.904,0.033
2019-07-23 19:00,18.616,0.0,0.0,0.0,1.195,7.004,21.825,0.001
2019-07-23 20:00,17.776,0.0,0.0,0.0,1.198,0.0,0.0,0.0
2019-07-23 21:00,17.193,0.0,0.0,0.0,1.201,0.0,0.0,0.0
2019-07-23 22:00,16.746,0.0,0.0,0.0,1.205,0.0,0.0,0.0
2019-07-23 23:00,16.484,0.0,0.0,0.0,1.208,0.0,0.0,0.0
2019-07-24 00:00,16.268,0.0,0.0,0.0,1.21,0.0,0.0,0.0
2019-07-24 01:00,16.251,0.001,0.0,0.0,1.212,0.0,0.0,0.0
2019-07-24 02:00,16.064,0.001,0.0,0.0,1.213,0.0,0.0,0.0
2019-07-24 03:00,15.729,0.002,0.0,0.0,1.214,24.224,61.756,0.057
2019-07-24 04:00,16.494,0.002,0.0,0.0,1.214,125.684,229.52,0.318
2019-07-24 05:00,17.608,0.001,0.0,0.0,1.212,259.235,408.422,0.626
2019-07-24 06:00,19.135,0.0,0.0,0.0,1.206,399.312,585.13,0.721
2019-07-24 07:00,20.528,0.0,0.0,0.0,1.2,536.223,747.486,0.645
2019-07-24 08:00,21.569,0.0,0.0,0.0,1.196,655.603,884.55,0.408
2019-07-24 09:00,22.602,0.0,0.0,0.0,1.192,744.375,986.914,0.071
2019-07-24 10:00,23.455,0.0,0.0,0.0,1.188,796.503,1047.736,0.001
2019-07-24 11:00,23.981,0.0,0.0,0.0,1.185,808.544,1062.516,0.0
2019-07-24 12:00,24.213,0.0,0.0,0.0,1.183,781.0,1030.476,0.0
2019-07-24 13:00,24.27,0.0,0.0,0.0,1.181,713.228,953.784,0.0
2019-07-24 14:00,24.242,0.0,0.0,0.0,1.18,611.144,837.596,0.0
2019-07-24 15:00,24.017,0.0,0.0,0.0,1.18,483.437,689.791,0.0
2019-07-24 16:00,23.499,0.0,0.0,0.0,1.181,340.846,520.461,0.0
2019-07-24 17:00,22.552,0.0,0.0,0.0,1.183,196.974,341.133,0.0
2019-07-24 18:00,21.131,0.0,0.0,0.0,1.187,72.856,163.967,0.0
2019-07-24 19:00,19.725,0.0,0.0,0.0,1.19,5.344,19.704,0.009
2019-07-24 20:00,19.185,0.0,0.0,0.0,1.193,0.0,0.0,0.022
2019-07-24 21:00,18.926,0.0,0.0,0.0,1.196,0.0,0.0,0.023
2019-07-24 22:00,18.617,0.0,0.0,0.0,1.198,0.0,0.0,0.013
2019-07-24 23:00,18.3,0.0,0.0,0.0,1.2,0.0,0.0,0.058
2019-07-25 00:00,18.138,0.0,0.0,0.0,1.202,0.0,0.0,0.167
2019-07-25 01:00,18.082,0.0,0.0,0.0,1.204,0.0,0.0,0.333
2019-07-25 02:00,18.135,0.001,0.0,0.0,1.205,0.0,0.0,0.447
2019-07-25 03:00,18.169,0.005,0.0,0.0,1.205,14.822,58.187,0.529
2019-07-25 04:00,18.652,0.003,0.0,0.0,1.205,81.788,225.605,0.51
2019-07-25 05:00,19.325,0.0,0.0,0.0,1.203,187.984,404.797,0.53
2019-07-25 06:00,20.282,0.0,0.0,0.0,1.2,302.535,581.695,0.633
2019-07-25 07:00,21.385,0.0,0.0,0.0,1.195,414.264,744.37,0.728
2019-07-25 08:00,22.335,0.0,0.0,0.0,1.191,519.108,881.685,0.775
2019-07-25 09:00,23.159,0.0,0.0,0.0,1.187,566.169,984.164,0.856
2019-07-25 10:00,23.746,0.0,0.0,0.0,1.184,615.792,1045.097,0.875
2019-07-25 11:00,24.28,0.0,0.0,0.0,1.182,667.57,1059.877,0.832
2019-07-25 12:00,24.583,0.0,0.0,0.0,1.18,688.272,1027.822,0.69
2019-07-25 13:00,24.694,0.0,0.0,0.0,1.179,652.993,950.969,0.511
2019-07-25 14:00,24.569,0.0,0.0,0.0,1.179,548.421,834.596,0.514
2019-07-25 15:00,24.175,0.0,0.0,0.0,1.179,416.88,686.541,0.514
2019-07-25 16:00,23.586,0.0,0.0,0.0,1.181,295.617,516.961,0.488
2019-07-25 17:00,22.781,0.0,0.0,0.0,1.183,174.155,337.35,0.523
2019-07-25 18:00,21.543,0.0,0.0,0.0,1.186,66.24,159.96,0.607
2019-07-25 19:00,20.258,0.0,0.0,0.0,1.188,4.759,17.646,0.734
2019-07-25 20:00,19.702,0.0,0.0,0.0,1.191,0.0,0.0,0.849
2019-07-25 21:00,19.302,0.0,0.0,0.0,1.194,0.0,0.0,0.905
2019-07-25 22:00,18.935,0.0,0.0,0.0,1.197,0.0,0.0,0.931
2019-07-25 23:00,18.608,0.0,0.0,0.0,1.199,0.0,0.0,0.957
2019-07-26 00:00,18.386,0.0,0.0,0.0,1.2,0.0,0.0,0.958
2019-07-26 01:00,18.271,0.0,0.0,0.0,1.201,0.0,0.0,0.96
2019-07-26 02:00,18.276,0.0,0.0,0.0,1.202,0.0,0.0,0.967
2019-07-26 03:00,18.331,0.0,0.0,0.0,1.202,8.122,54.63,0.969
2019-07-26 04:00,18.678,0.0,0.0,0.0,1.203,43.046,221.65,0.961
2019-07-26 05:00,19.262,0.0,0.0,0.0,1.203,104.346,401.059,0.952
2019-07-26 06:00,19.934,0.0,0.0,0.0,1.201,214.183,578.22,0.915
2019-07-26 07:00,20.969,0.0,0.0,0.0,1.197,388.704,741.236,0.762
2019-07-26 08:00,22.426,0.0,0.0,0.0,1.191,583.699,878.685,0.444
2019-07-26 09:00,23.57,0.0,0.0,0.0,1.186,715.41,981.389,0.135
2019-07-26 10:00,24.489,0.0,0.0,0.0,1.181,778.855,1042.236,0.035
2019-07-26 11:00,25.015,0.0,0.0,0.0,1.178,792.547,1057.146,0.013
2019-07-26 12:00,25.305,0.0,0.0,0.0,1.176,762.669,1025.021,0.0
2019-07-26 13:00,25.42,0.0,0.0,0.0,1.174,694.2,948.034,0.0
2019-07-26 14:00,25.396,0.001,0.0,0.0,1.173,593.325,831.455,0.001
2019-07-26 15:00,25.159,0.0,0.0,0.0,1.172,468.227,683.266,0.003
2019-07-26 16:00,24.598,0.0,0.0,0.0,1.173,329.414,513.416,0.018
2019-07-26 17:00,23.733,0.0,0.0,0.0,1.175,188.897,333.463,0.035
2019-07-26 18:00,22.374,0.0,0.0,0.0,1.178,68.734,155.802,0.046
2019-07-26 19:00,20.899,0.0,0.0,0.0,1.182,4.184,15.66,0.064
2019-07-26 20:00,20.105,0.0,0.0,0.0,1.186,0.0,0.0,0.026
2019-07-26 21:00,19.441,0.0,0.0,0.0,1.191,0.0,0.0,0.012
2019-07-26 22:00,18.831,0.0,0.0,0.0,1.194,0.0,0.0,0.004
2019-07-26 23:00,18.249,0.0,0.0,0.0,1.197,0.0,0.0,0.014
2019-07-27 00:00,17.809,0.0,0.0,0.0,1.198,0.0,0.0,0.265
2019-07-27 01:00,17.549,0.0,0.0,0.0,1.199,0.0,0.0,0.728
2019-07-27 02:00,17.473,0.0,0.0,0.0,1.2,0.0,0.0,0.65
2019-07-27 03:00,17.622,0.0,0.0,0.0,1.2,17.9,51.117,0.196
2019-07-27 04:00,18.641,0.0,0.0,0.0,1.2,113.889,217.541,0.03
2019-07-27 05:00,19.514,0.0,0.0,0.0,1.198,245.826,397.217,0.029
2019-07-27 06:00,20.323,0.0,0.0,0.0,1.196,385.435,574.695,0.203
2019-07-27 07:00,21.04,0.0,0.0,0.0,1.193,496.75,737.87,0.7
2019-07-27 08:00,21.463,0.0,0.0,0.0,1.191,475.903,875.55,0.919
2019-07-27 09:00,21.705,0.0,0.0,0.0,1.19,451.142,978.414,0.879
2019-07-27 10:00,22.09,0.0,0.0,0.0,1.188,579.805,1039.366,0.406
2019-07-27 11:00,22.848,0.001,0.0,0.0,1.184,768.454,1054.377,0.182
2019-07-27 12:00,23.342,0.002,0.0,0.0,1.181,747.723,1022.252,0.411
2019-07-27 13:00,23.531,0.003,0.0,0.0,1.179,660.976,945.034,0.387
2019-07-27 14:00,23.598,0.002,0.0,0.0,1.177,556.1,828.346,0.579
2019-07-27 15:00,23.559,0.001,0.0,0.0,1.175,436.322,679.766,0.892
2019-07-27 16:00,23.276,0.0,0.0,0.0,1.174,292.236,509.666,0.832
2019-07-27 17:00,22.668,0.001,0.0,0.0,1.175,164.652,329.495,0.559
2019-07-27 18:00,21.726,0.003,0.0,0.0,1.177,59.814,151.552,0.176
2019-07-27 19:00,20.693,0.007,0.0,0.0,1.18,3.169,13.75,0.159
2019-07-27 20:00,20.153,0.012,0.0,0.0,1.182,0.0,0.0,0.23
2019-07-27 21:00,19.882,0.016,0.0,0.0,1.182,0.0,0.0,0.167
2019-07-27 22:00,19.811,0.026,0.0,0.0,1.183,0.0,0.0,0.251
2019-07-27 23:00,19.989,0.05,0.0,0.0,1.185,0.0,0.0,0.209
2019-07-28 00:00,19.697,0.028,0.0,0.0,1.186,0.0,0.0,0.133
2019-07-28 01:00,19.225,0.008,0.0,0.0,1.188,0.0,0.0,0.168
2019-07-28 02:00,18.851,0.004,0.0,0.0,1.189,0.0,0.0,0.139
2019-07-28 03:00,18.569,0.013,0.0,0.0,1.191,16.041,47.645,0.01
2019-07-28 04:00,18.921,0.029,0.0,0.0,1.191,104.569,213.354,0.018
2019-07-28 05:00,19.477,0.075,0.0,0.0,1.19,227.566,393.342,0.046
2019-07-28 06:00,20.076,0.082,0.0,0.0,1.189,351.611,571.151,0.081
2019-07-28 07:00,20.702,0.11,0.0,0.0,1.187,459.533,734.486,0.13
2019-07-28 08:00,21.211,0.134,0.0,0.0,1.185,536.644,872.365,0.168
2019-07-28 09:00,21.584,0.171,0.0,0.0,1.183,595.564,975.389,0.214
2019-07-28 10:00,21.853,0.223,0.0,0.0,1.181,601.594,1036.597,0.317
2019-07-28 11:00,22.02,0.267,0.0,0.0,1.18,539.093,1051.377,0.506
2019-07-28 12:00,22.008,0.243,0.0,0.0,1.178,442.343,1019.137,0.537
2019-07-28 13:00,22.122,0.207,0.0,0.0,1.177,418.475,942.034,0.485
2019-07-28 14:00,22.317,0.187,0.0,0.0,1.175,382.894,825.071,0.443
2019-07-28 15:00,22.323,0.143,0.0,0.0,1.174,297.109,676.266,0.439
2019-07-28 16:00,22.186,0.107,0.0,0.0,1.174,218.532,505.893,0.359
2019-07-28 17:00,21.812,0.077,0.0,0.0,1.174,139.954,325.463,0.167
2019-07-28 18:00,20.951,0.032,0.0,0.0,1.176,55.754,147.177,0.085
2019-07-28 19:00,19.854,0.009,0.0,0.0,1.178,2.814,11.928,0.029
2019-07-28 20:00,19.338,0.003,0.0,0.0,1.181,0.0,0.0,0.009
2019-07-28 21:00,18.954,0.0,0.0,0.0,1.183,0.0,0.0,0.007
2019-07-28 22:00,18.534,0.0,0.0,0.0,1.186,0.0,0.0,0.007
2019-07-28 23:00,18.107,0.0,0.0,0.0,1.188,0.0,0.0,0.006
2019-07-29 00:00,17.768,0.0,0.0,0.0,1.189,0.0,0.0,0.03
2019-07-29 01:00,17.535,0.0,0.0,0.0,1.19,0.0,0.0,0.195
2019-07-29 02:00,17.384,0.0,0.0,0.0,1.191,0.0,0.0,0.586
2019-07-29 03:00,17.476,0.001,0.0,0.0,1.192,13.625,44.221,0.722
2019-07-29 04:00,18.645,0.005,0.0,0.0,1.192,87.688,209.041,0.688
2019-07-29 05:00,19.443,0.004,0.0,0.0,1.192,187.623,389.307,0.766
2019-07-29 06:00,20.21,0.0,0.0,0.0,1.189,272.338,567.401,0.854
2019-07-29 07:00,20.982,0.0,0.0,0.0,1.187,359.85,731.051,0.888
2019-07-29 08:00,21.717,0.0,0.0,0.0,1.183,447.461,869.115,0.924
2019-07-29 09:00,22.496,0.0,0.0,0.0,1.18,519.208,972.344,0.939
2019-07-29 10:00,23.211,0.0,0.0,0.0,1.176,535.119,1033.597,0.878
2019-07-29 11:00,23.751,0.002,0.0,0.0,1.173,536.457,1048.377,0.796
2019-07-29 12:00,24.244,0.005,0.0,0.0,1.171,460.924,1016.137,0.921
2019-07-29 13:00,24.522,0.004,0.0,0.0,1.169,350.811,938.784,0.865
2019-07-29 14:00,24.588,0.003,0.0,0.0,1.168,309.121,821.661,0.712
2019-07-29 15:00,24.427,0.007,0.0,0.0,1.168,283.318,672.722,0.659
2019-07-29 16:00,24.015,0.005,0.0,0.0,1.17,222.786,502.006,0.787
2019-07-29 17:00,23.378,0.006,0.0,0.0,1.171,127.174,321.245,0.903
2019-07-29 18:00,22.116,0.002,0.0,0.0,1.174,43.111,142.722,0.91
2019-07-29 19:00,20.912,0.001,0.0,0.0,1.177,2.195,10.206,0.608
2019-07-29 20:00,20.389,0.0,0.0,0.0,1.18,0.0,0.0,0.327
2019-07-29 21:00,20.098,0.0,0.0,0.0,1.182,0.0,0.0,0.237
2019-07-29 22:00,19.834,0.0,0.0,0.0,1.184,0.0,0.0,0.216
2019-07-29 23:00,19.381,0.001,0.0,0.0,1.186,0.0,0.0,0.188
2019-07-30 00:00,18.896,0.001,0.0,0.0,1.187,0.0,0.0,0.188
2019-07-30 01:00,18.477,0.002,0.0,0.0,1.189,0.0,0.0,0.196
2019-07-30 02:00,18.134,0.006,0.0,0.0,1.191,0.0,0.0,0.22
2019-07-30 03:00,17.951,0.015,0.0,0.0,1.193,10.636,40.862,0.227
2019-07-30 04:00,18.637,0.02,0.0,0.0,1.194,76.537,204.649,0.238
2019-07-30 05:00,19.224,0.013,0.0,0.0,1.194,179.784,385.182,0.251
2019-07-30 06:00,20.106,0.003,0.0,0.0,1.191,293.757,563.445,0.261
2019-07-30 07:00,21.056,0.001,0.0,0.0,1.188,402.624,727.486,0.263
2019-07-30 08:00,21.76,0.001,0.0,0.0,1.185,496.124,865.865,0.271
2019-07-30 09:00,22.352,0.009,0.0,0.0,1.183,558.301,969.094,0.331
2019-07-30 10:00,22.836,0.028,0.0,0.0,1.181,579.821,1030.366,0.369
2019-07-30 11:00,23.222,0.061,0.0,0.0,1.179,579.904,1045.377,0.373
2019-07-30 12:00,23.479,0.102,0.0,0.0,1.178,549.924,1013.112,0.373
2019-07-30 13:00,23.541,0.148,0.0,0.0,1.177,499.871,935.534,0.41
2019-07-30 14:00,23.238,0.188,0.0,0.0,1.178,390.283,818.277,0.484
2019-07-30 15:00,22.679,0.198,0.0,0.0,1.179,259.063,669.016,0.557
2019-07-30 16:00,22.083,0.191,0.0,0.0,1.181,174.055,498.064,0.556
2019-07-30 17:00,21.429,0.265,0.0,0.0,1.183,85.878,316.963,0.585
2019-07-30 18:00,20.75,0.358,0.0,0.0,1.185,25.47,138.159,0.596
2019-07-30 19:00,20.076,0.422,0.0,0.0,1.188,0.852,8.586,0.616
2019-07-30 20:00,19.641,0.449,0.0,0.0,1.191,0.0,0.0,0.649
2019-07-30 21:00,19.257,0.541,0.0,0.0,1.194,0.0,0.0,0.669
2019-07-30 22:00,18.824,0.668,0.0,0.0,1.197,0.0,0.0,0.685
2019-07-30 23:00,18.379,0.75,0.0,0.0,1.2,0.0,0.0,0.701
2019-07-31 00:00,18.055,0.86,0.0,0.0,1.201,0.0,0.0,0.73
2019-07-31 01:00,17.887,0.95,0.0,0.0,1.202,0.0,0.0,0.733
2019-07-31 02:00,17.774,0.924,0.0,0.0,1.202,0.0,0.0,0.697
2019-07-31 03:00,17.585,0.787,0.0,0.0,1.204,4.285,37.568,0.599
2019-07-31 04:00,17.59,0.69,0.0,0.0,1.205,43.708,200.149,0.589
2019-07-31 05:00,17.813,0.846,0.0,0.0,1.205,102.772,380.967,0.594
2019-07-31 06:00,18.247,0.913,0.0,0.0,1.204,180.472,559.651,0.594
2019-07-31 07:00,18.869,0.706,0.0,0.0,1.202,265.998,723.801,0.609
2019-07-31 08:00,19.469,0.5,0.0,0.0,1.2,324.58,862.365,0.636
2019-07-31 09:00,19.962,0.367,0.0,0.0,1.199,371.594,965.844,0.801
2019-07-31 10:00,20.227,0.299,0.0,0.0,1.198,393.64,1027.167,0.746
2019-07-31 11:00,20.483,0.297,0.0,0.0,1.197,449.283,1042.377,0.594
2019-07-31 12:00,20.622,0.294,0.0,0.0,1.196,422.623,1009.862,0.695
2019-07-31 13:00,20.589,0.276,0.0,0.0,1.195,345.135,932.259,0.691
2019-07-31 14:00,20.417,0.299,0.0,0.0,1.196,281.425,814.661,0.58
2019-07-31 15:00,20.172,0.367,0.0,0.0,1.197,259.214,665.222,0.698
2019-07-31 16:00,19.535,0.368,0.0,0.0,1.198,124.332,493.974,0.881
2019-07-31 17:00,18.805,0.418,0.0,0.0,1.201,47.524,312.588,0.962
2019-07-31 18:00,18.168,0.332,0.0,0.0,1.204,13.411,133.472,0.972
2019-07-31 19:00,17.615,0.341,0.0,0.0,1.207,0.369,7.086,0.98
2019-07-31 20:00,17.178,0.355,0.0,0.0,1.21,0.0,0.0,0.971
2019-07-31 21:00,16.915,0.285,0.0,0.0,1.211,0.0,0.0,0.964
2019-07-31 22:00,16.758,0.191,0.0,0.0,1.211,0.0,0.0,0.968
2019-07-31 23:00,16.688,0.188,0.0,0.0,1.211,0.0,0.0,0.973
2019-08-01 00:00,16.664,0.222,0.0,0.0,1.211,0.0,0.0,0.975
2019-08-01 01:00,16.638,0.259,0.0,0.0,1.211,0.0,0.0,0.975
2019-08-01 02:00,16.571,0.255,0.0,0.0,1.211,0.0,0.0,0.976
2019-08-01 03:00,16.423,0.245,0.0,0.0,1.211,3.201,34.362,0.978
2019-08-01 04:00,16.499,0.247,0.0,0.0,1.212,26.812,195.524,0.976
2019-08-01 05:00,16.69,0.259,0.0,0.0,1.213,66.409,376.682,0.971
2019-08-01 06:00,16.874,0.282,0.0,0.0,1.213,114.348,555.651,0.968
2019-08-01 07:00,16.967,0.293,0.0,0.0,1.214,159.649,720.051,0.972
2019-08-01 08:00,17.091,0.293,0.0,0.0,1.214,210.018,858.865,0.976
2019-08-01 09:00,17.417,0.27,0.0,0.0,1.213,274.088,962.569,0.956
2019-08-01 10:00,17.803,0.241,0.0,0.0,1.212,357.92,1024.097,0.857
2019-08-01 11:00,18.321,0.205,0.0,0.0,1.211,466.797,1038.877,0.642
2019-08-01 12:00,18.727,0.142,0.0,0.0,1.209,520.491,1006.567,0.517
2019-08-01 13:00,18.922,0.09,0.0,0.0,1.208,481.334,928.9,0.466
2019-08-01 14:00,19.075,0.082,0.0,0.0,1.207,448.436,811.071,0.481
2019-08-01 15:00,18.848,0.048,0.0,0.0,1.207,326.237,661.382,0.497
2019-08-01 16:00,18.472,0.022,0.0,0.0,1.208,240.045,489.814,0.493
2019-08-01 17:00,17.943,0.008,0.0,0.0,1.209,133.822,308.178,0.488
2019-08-01 18:00,17.125,0.003,0.0,0.0,1.211,43.586,128.708,0.429
2019-08-01 19:00,16.085,0.001,0.0,0.0,1.212,1.147,5.706,0.444
2019-08-01 20:00,15.585,0.001,0.0,0.0,1.214,0.0,0.0,0.64
2019-08-01 21:00,15.309,0.001,0.0,0.0,1.214,0.0,0.0,0.801
2019-08-01 22:00,15.182,0.001,0.0,0.0,1.215,0.0,0.0,0.87
2019-08-01 23:00,15.249,0.001,0.0,0.0,1.215,0.0,0.0,0.857
2019-08-02 00:00,15.23,0.001,0.0,0.0,1.215,0.0,0.0,0.751
2019-08-02 01:00,15.168,0.002,0.0,0.0,1.216,0.0,0.0,0.613
2019-08-02 02:00,15.084,0.004,0.0,0.0,1.216,0.0,0.0,0.602
2019-08-02 03:00,15.061,0.004,0.0,0.0,1.216,8.871,31.247,0.588
2019-08-02 04:00,15.691,0.006,0.0,0.0,1.216,77.055,190.825,0.437
2019-08-02 05:00,16.667,0.009,0.0,0.0,1.214,198.046,372.285,0.176
2019-08-02 06:00,17.486,0.009,0.0,0.0,1.212,354.93,551.401,0.063
2019-08-02 07:00,18.325,0.006,0.0,0.0,1.21,493.993,716.256,0.041
2019-08-02 08:00,19.184,0.003,0.0,0.0,1.207,611.946,855.296,0.039
2019-08-02 09:00,19.915,0.003,0.0,0.0,1.204,705.231,959.094,0.024
2019-08-02 10:00,20.495,0.003,0.0,0.0,1.201,760.952,1020.622,0.011
2019-08-02 11:00,20.956,0.005,0.0,0.0,1.199,778.111,1035.789,0.028
2019-08-02 12:00,21.24,0.008,0.0,0.0,1.197,737.421,1003.252,0.06
2019-08-02 13:00,21.39,0.008,0.0,0.0,1.196,667.594,925.375,0.068
2019-08-02 14:00,21.398,0.004,0.0,0.0,1.195,553.676,807.386,0.099
2019-08-02 15:00,21.275,0.003,0.0,0.0,1.194,423.645,657.447,0.194
2019-08-02 16:00,20.99,0.001,0.0,0.0,1.194,270.498,485.564,0.236
2019-08-02 17:00,20.695,0.0,0.0,0.0,1.194,138.729,303.553,0.254
2019-08-02 18:00,20.157,0.0,0.0,0.0,1.195,42.486,123.844,0.288
2019-08-02 19:00,19.626,0.0,0.0,0.0,1.196,0.826,4.46,0.257
2019-08-02 20:00,19.218,0.0,0.0,0.0,1.198,0.0,0.0,0.223
2019-08-02 21:00,18.612,0.0,0.0,0.0,1.199,0.0,0.0,0.181
2019-08-02 22:00,18.061,0.0,0.0,0.0,1.201,0.0,0.0,0.156
2019-08-02 23:00,17.681,0.0,0.0,0.0,1.202,0.0,0.0,0.137
2019-08-03 00:00,17.295,0.0,0.0,0.0,1.203,0.0,0.0,0.12
2019-08-03 01:00,16.893,0.0,0.0,0.0,1.205,0.0,0.0,0.106
2019-08-03 02:00,16.487,0.0,0.0,0.0,1.206,0.0,0.0,0.095
2019-08-03 03:00,16.088,0.0,0.0,0.0,1.208,8.915,28.225,0.093
2019-08-03 04:00,16.467,0.0,0.0,0.0,1.209,89.23,186.029,0.092
2019-08-03 05:00,17.324,0.0,0.0,0.0,1.209,217.26,367.785,0.084
2019-08-03 06:00,18.575,0.0,0.0,0.0,1.205,360.253,547.331,0.072
2019-08-03 07:00,19.974,0.0,0.0,0.0,1.2,499.572,712.301,0.027
2019-08-03 08:00,20.969,0.0,0.0,0.0,1.197,622.027,851.546,0.019
2019-08-03 09:00,21.551,0.001,0.0,0.0,1.194,695.421,955.569,0.011
2019-08-03 10:00,21.956,0.005,0.0,0.0,1.192,755.124,1017.232,0.03
2019-08-03 11:00,22.216,0.007,0.0,0.0,1.191,757.021,1032.377,0.105
2019-08-03 12:00,22.402,0.01,0.0,0.0,1.19,717.159,999.752,0.051
2019-08-03 13:00,22.474,0.015,0.0,0.0,1.189,650.678,921.715,0.056
2019-08-03 14:00,22.375,0.018,0.0,0.0,1.188,547.924,803.527,0.103
2019-08-03 15:00,21.927,0.016,0.0,0.0,1.188,349.143,653.382,0.248
2019-08-03 16:00,21.554,0.019,0.0,0.0,1.189,262.034,481.189,0.173
2019-08-03 17:00,20.925,0.009,0.0,0.0,1.19,155.277,298.915,0.073
2019-08-03 18:00,19.66,0.003,0.0,0.0,1.192,47.22,118.867,0.066
2019-08-03 19:00,18.318,0.0,0.0,0.0,1.196,0.687,3.351,0.019
2019-08-03 20:00,17.619,0.0,0.0,0.0,1.2,0.0,0.0,0.01
2019-08-03 21:00,16.932,0.0,0.0,0.0,1.204,0.0,0.0,0.007
2019-08-03 22:00,16.189,0.001,0.0,0.0,1.208,0.0,0.0,0.006
2019-08-03 23:00,15.507,0.005,0.0,0.0,1.211,0.0,0.0,0.006
2019-08-04 00:00,14.955,0.004,0.0,0.0,1.213,0.0,0.0,0.009
2019-08-04 01:00,14.522,0.008,0.0,0.0,1.215,0.0,0.0,0.022
2019-08-04 02:00,14.136,0.01,0.0,0.0,1.216,0.0,0.0,0.046
2019-08-04 03:00,13.866,0.012,0.0,0.0,1.218,7.64,25.315,0.053
2019-08-04 04:00,14.85,0.011,0.0,0.0,1.218,85.606,181.12,0.11
2019-08-04 05:00,15.91,0.006,0.0,0.0,1.216,205.633,363.16,0.117
2019-08-04 06:00,16.959,0.004,0.0,0.0,1.213,359.787,542.966,0.034
2019-08-04 07:00,17.902,0.004,0.0,0.0,1.209,497.613,708.256,0.052
2019-08-04 08:00,18.762,0.008,0.0,0.0,1.206,607.566,847.796,0.17
2019-08-04 09:00,19.19,0.014,0.0,0.0,1.204,575.374,952.025,0.362
2019-08-04 10:00,19.512,0.017,0.0,0.0,1.202,580.885,1013.687,0.6
2019-08-04 11:00,19.96,0.022,0.0,0.0,1.2,641.322,1028.833,0.72
2019-08-04 12:00,19.97,0.023,0.0,0.0,1.199,516.766,996.227,0.754
2019-08-04 13:00,20.091,0.023,0.0,0.0,1.198,523.83,918.125,0.796
2019-08-04 14:00,19.859,0.027,0.0,0.0,1.198,386.257,799.752,0.838
2019-08-04 15:00,19.335,0.027,0.0,0.0,1.199,222.794,649.197,0.857
2019-08-04 16:00,18.809,0.018,0.0,0.0,1.201,144.975,476.779,0.816
2019-08-04 17:00,18.231,0.012,0.0,0.0,1.203,93.106,294.165,0.854
2019-08-04 18:00,17.347,0.01,0.0,0.0,1.205,27.234,113.795,0.948
2019-08-04 19:00,16.349,0.022,0.0,0.0,1.208,0.366,2.395,0.958
2019-08-04 20:00,15.828,0.013,0.0,0.0,1.21,0.0,0.0,0.966
2019-08-04 21:00,15.412,0.009,0.0,0.0,1.212,0.0,0.0,0.953
2019-08-04 22:00,14.909,0.006,0.0,0.0,1.214,0.0,0.0,0.936
2019-08-04 23:00,14.381,0.004,0.0,0.0,1.215,0.0,0.0,0.947
2019-08-05 00:00,13.936,0.004,0.0,0.0,1.216,0.0,0.0,0.96
2019-08-05 01:00,13.681,0.004,0.0,0.0,1.217,0.0,0.0,0.959
2019-08-05 02:00,13.446,0.006,0.0,0.0,1.217,0.0,0.0,0.956
